"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 143건","","","","779,329","","",""
"1","청주","교토부","2018-06-06","5,314","불검출","불검출","적합"
"2","복합조미식품","가나가와현","2018-05-21","67,080","불검출","불검출","적합"
"3","EPA 및 DHA
함유 유지(원료성)","이바라키현","2018-01-16","176","불검출","불검출","적합"
"4","빵류","미에현","2018-06-07","469","불검출","불검출","적합"
"5","복합조미식품","히로시마현","2018-06-08","450","불검출","불검출","적합"
"6","캔디류","오사카부","2018-06-18","184","불검출","불검출","적합"
"7","클로렐라 제품","미야자키현","2018-02-20","2","불검출","불검출","적합"
"8","커피/건조","브라질","2016-11-24","40,500","불검출","불검출","적합"
"9","합성향료","도쿄도","2018-06-06","11","불검출","불검출","적합"
"10","합성향료","도쿄도","2018-05-29","2","불검출","불검출","적합"
"11","혼합제제","사이타마현","2018-06-22","36","불검출","불검출","적합"
"12","기타가공품","시즈오카현","2017-04-03","3,206","불검출","불검출","적합"
"13","혼합제제","오사카부","2018-05-28","11,200","불검출","불검출","적합"
"14","건조효모","도쿄도","","20","불검출","불검출","적합"
