"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 107건","","","","167,117","","",""
"1","과자(쿠키)","훗카이도","2017-10-22","682","불검출","불검출","적합"
"2","과자(쿠키)","훗카이도","2017-10-25","151","불검출","불검출","적합"
"3","과자(쿠키)","훗카이도","2017-11-14","1,642","불검출","불검출","적합"
"4","빵류(케이크)","돗토리현","2017-11-13","979","불검출","불검출","적합"
"5","탄산음료","오사카부","2017-12-07","3,120","불검출","불검출","적합"
"6","탄산음료","오사카부","2017-12-08","2,100","불검출","불검출","적합"
"7","탄산음료","오사카부","2017-12-08","1,200","불검출","불검출","적합"
"8","빵류(그외 빵류)","돗토리현","2017-12-12","744","불검출","불검출","적합"
"9","빵류(그외 빵류)","돗토리현","2017-12-13","558","불검출","불검출","적합"
"10","탄산음료","오사카부","2017-12-07","2,400","불검출","불검출","적합"
"11","가공두부","나가노현","2017-11-20","13,664","불검출","불검출","적합"
"12","가공두부","나가노현","2017-11-30","288","불검출","불검출","적합"
"13","알긴산나트륨","지바현","2017-11-21","300","불검출","불검출","적합"
