"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 155건","","","","366,089","","",""
"1","초콜릿가공품","이바라키현","2017-10-17","2,400","불검출","불검출","적합"
"2","과자(웨이퍼)","이바라키현","2017-10-27","41,860","불검출","불검출","적합"
"3","볶은커피","효고현","2017-12-12","320","불검출","불검출","적합"
"4","복합조미식품","도치기현","2017-10-26","4,000","불검출","불검출","적합"
"5","복합조미식품","니가타현","2017-09-14","30,000","불검출","불검출","적합"
"6","캔디류(젤리)","아이치현","2017-12-07","2,415","불검출","불검출","적합"
"7","소스류","아이치현","2017-11-28","656","불검출","불검출","적합"
"8","향신료조제품
(고추냉이가공품)","사이타마현","2017-12-04","1,501","불검출","불검출","적합"
"9","당류가공품","교토부","2017-10-31","47","불검출","불검출","적합"
"10","당류가공품","교토부","2017-10-31","77","불검출","불검출","적합"
"11","당류가공품","교토부","2017-10-31","78","불검출","불검출","적합"
"12","가공두부","나가노현","2017-12-06","1,305","불검출","불검출","적합"
