"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 158건","","","","1,358,692","","",""
"1","마요네즈","효고현","2017-11-11","105","불검출","불검출","적합"
"2","소스류","도치기현","2017-10-02","300","불검출","불검출","적합"
"3","드레싱","사가현","2017-11-10","46","불검출","불검출","적합"
"4","드레싱","사가현","2017-08-07","46","불검출","불검출","적합"
"5","드레싱","사가현","2017-10-12","36","불검출","불검출","적합"
"6","드레싱","사가현","2017-10-11","46","불검출","불검출","적합"
"7","양조간장","지바현","2017-09-25","9,447","불검출","불검출","적합"
"8","양조간장","지바현","2017-11-06","372","불검출","불검출","적합"
"9","양조간장","지바현","2017-11-01","63","불검출","불검출","적합"
"10","소스류","지바현","2017-10-11","96","불검출","불검출","적합"
"11","소스류","지바현","2017-11-06","84","불검출","불검출","적합"
"12","소스류","지바현","2017-12-06","2,209","불검출","불검출","적합"
"13","빵류(그외 빵류)","도치기현","2017-11-08","1,223","불검출","불검출","적합"
