"순번","품목명","제조·생산지","제조일자
(유통기한)","수입
중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 139건","","","","1,602,899","","",""
"1","볶은커피","효고현","2017-03-14","12,288","불검출","불검출","적합"
"2","유탕면류","아이치현","2017-03-15","470","불검출","불검출","적합"
"3","볶은커피","지바현","2017-03-20","50","불검출","불검출","적합"
"4","혼합제제","히로시마현","2017-03-09","200","불검출","불검출","적합"
"5","볶은커피","지바현","2017-03-20","375","불검출","불검출","적합"
"6","혼합제제","도쿄도","2017-03-17","360","불검출","불검출","적합"
"7","빵류(케이크)","돗토리현","2017-03-13","300","불검출","불검출","적합"
"8","식초절임","사이타마현","2017-03-08","60","불검출","불검출","적합"
"9","수산물가공품","후쿠시마현","2017-03-07","360","불검출","불검출","적합"
"10","수산물가공품","후쿠시마현","2017-03-07","360","불검출","불검출","적합"
"11","맥주","후쿠오카현","2017-02-20","392,774","불검출","불검출","적합"
