"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 122건","","","","454,566","","",""
"1","소주","가고시마현","2017-11-10","108","불검출","불검출","적합"
"2","조미된장","아이치현","2017-11-21","10,000","불검출","불검출","적합"
"3","조미된장","아이치현","2017-11-16","5,130","불검출","불검출","적합"
"4","혼합제제","오사카부","2017-11-29","16,104","불검출","불검출","적합"
"5","당류가공품","지바현","2017-10-11","61","불검출","불검출","적합"
"6","과자(스낵과자)","아이치현","2017-11-28","533","불검출","불검출","적합"
"7","캔디류(사탕)","아이치현","2017-11-29","194","불검출","불검출","적합"
"8","캔디류(사탕)","아이치현","2017-11-28","450","불검출","불검출","적합"
"9","캔디류(사탕)","아이치현","2017-11-29","310","불검출","불검출","적합"
"10","캔디류(사탕)","아이치현","2017-11-30","1,584","불검출","불검출","적합"
"11","캔디류(사탕)","아이치현","2017-11-28","3,240","불검출","불검출","적합"
"12","복합조미식품","가나가와현","2017-10-02","108,744","불검출","불검출","적합"
"13","준초콜릿","가나가와현","","504","불검출","불검출","적합"
