"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 109건","","","","1,071,127","","",""
"1","혼합제제","미에현","2017-11-30","504","불검출","불검출","적합"
"2","혼합제제","도쿄도","2017-11-16","1,200","불검출","불검출","적합"
"3","기타가공품","시즈오카현","2017-11-13","20","불검출","불검출","적합"
"4","기타가공품","시즈오카현","2017-11-09","40","불검출","불검출","적합"
"5","기타가공품","시즈오카현","2017-10-31","20","불검출","불검출","적합"
"6","과자(스낵과자)","도쿠시마현","2017-11-15","900","불검출","불검출","적합"
"7","캔디류(양갱)","아이치현","2017-11-07","302","불검출","불검출","적합"
"8","소스류","도야마현","2017-11-17","180","불검출","불검출","적합"
"9","과자(스낵과자)","아이치현","2017-11-17","211","불검출","불검출","적합"
"10","과자(크래커)","아이치현","2017-11-17","192","불검출","불검출","적합"
"11","과자(스낵과자)","나가노현","2017-11-17","276","불검출","불검출","적합"
"12","이노시톨","와카야마현","2017-10-23","1,000","불검출","불검출","적합"
"13","혼합제제","오사카부","2017-11-22","75","불검출","불검출","적합"
