"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 79건","","","","97,816","","",""
"1","기타코코아가공품","이바라키현","2017-10-04","80","불검출","불검출","적합"
"2","당류가공품","시즈오카현","2017-11-09","160","불검출","불검출","적합"
"3","캔디류(사탕)","도야마현","2017-10-30","383","불검출","불검출","적합"
"4","화이트초콜릿","가나가와현","2017-11-10","981","불검출","불검출","적합"
"5","준초콜릿","가나가와현","2017-11-17","679","불검출","불검출","적합"
"6","밀크초콜릿","가나가와현","2017-11-06","1,371","불검출","불검출","적합"
"7","과자(쿠키)","군마현","2017-11-02","209","불검출","불검출","적합"
"8","과자(쿠키)","군마현","2017-10-27","136","불검출","불검출","적합"
"9","캔디류(캐러멜)","도치기현","2017-11-10","4,732","불검출","불검출","적합"
"10","과자(스낵과자)","나가노현","2017-11-17","1,421","불검출","불검출","적합"
"11","혼합제제","후쿠오카현","2017-11-16","180","불검출","불검출","적합"
"12","복합조미식품","후쿠오카현","2017-11-17","600","불검출","불검출","적합"
"13","오징어먹물색소","시마네현","2017-10-03","70","불검출","불검출","적합"
