"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","97","","118,154","","",""
"1","소스류","오사카부","2015-03-06","200","불검출","불검출","적합"
"2","덱스트라나아제","효고현","2012-09-06","200","불검출","불검출","적합"
"3","과자(스낵과자)","사이타마현","2015-03-10","1,712.86","불검출","불검출","적합"
"4","소스류","히로시마현","2015-03-13","6,012","불검출","불검출","적합"
"5","드레싱","도쿄도","2015-02-10","135","불검출","불검출","적합"
"6","식물성크림","구마모토현","2015-02-23","48","불검출","불검출","적합"
"7","과자(스낵과자)","이바라키현","2015-03-11","900","불검출","불검출","적합"
"8","식물성크림","구마모토현","2015-02-06","60","불검출","불검출","적합"
"9","드레싱","사가현","2015-01-15","6,750","불검출","불검출","적합"
"10","드레싱","오사카부","2015-02-09","225","불검출","불검출","적합"
"11","드레싱","오사카부","2015-02-19","135","불검출","불검출","적합"
