"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"합계","건29","-","-","83,459","-","-","-"
"1","활가리비","홋카이도","2015-10-28","6,479","불검출","불검출","적합"
"2","냉동고등어(F)","나가사키현","2015-10-28","10","불검출","불검출","적합"
"3","냉동다랑어 참다(
랑어 횟감
,F,
)","나가사키현","2015-10-28","20","불검출","불검출","적합"
"4","냉동갈치","와카야마현","2015-10-28","1,416","불검출","불검출","적합"
"5","냉동다랑어 남방(
참다랑어)","태평양","2015-10-28","4,743","불검출","불검출","적합"
"6","활가리비","홋카이도","2015-10-28","6,280","불검출","불검출","적합"
"7","냉동가리비 외투(
막)","홋카이도","2015-10-28","20,080","불검출","불검출","적합"
"8","활우렁쉥이","홋카이도","2015-10-28","8,994","불검출","불검출","적합"
"9","활우렁쉥이","홋카이도","2015-10-28","8,184","불검출","불검출","적합"
"10","활꼬막","후쿠오카현","2015-10-28","1,680","불검출","불검출","적합"
"11","활꼬막 새꼬막
(
)","후쿠오카현","2015-10-28","3,260","불검출","불검출","적합"
"12","냉장갈치","오이타현","2015-10-28","1,490","불검출","불검출","적합"
"13","냉장갈치","야마구치현","2015-10-28","250","불검출","불검출","적합"
"14","냉장민어 수조기
(
)","야마구치현","2015-10-28","41","불검출","불검출","적합"
"15","냉장가오리","야마구치현","2015-10-28","230","불검출","불검출","적합"
"16","냉장홍어","홋카이도","2015-10-28","1,646","불검출","불검출","적합"
