"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"35","냉장갈치","야마구치현","2015-10-27","740","불검출","불검출","적합"
"36","냉장갈치","에히메현","2015-10-27","330","불검출","불검출","적합"
"37","냉장갈치","에히메현","2015-10-27","1,008","불검출","불검출","적합"
"38","냉장갈치","효고현","2015-10-27","240","불검출","불검출","적합"
"39","냉장갈치","와카야마현","2015-10-27","328","불검출","불검출","적합"
"40","냉장명태","홋카이도","2015-10-27","4,250","불검출","불검출","적합"
"41","냉장명태","홋카이도","2015-10-27","4,250","불검출","불검출","적합"
"42","냉장준치","구마모토현","2015-10-27","406","불검출","불검출","적합"
"43","냉장갈치","오이타현","2015-10-27","1,500","불검출","불검출","적합"
"44","활가리비","홋카이도","2015-10-27","7,082","불검출","불검출","적합"
"45","활우렁쉥이","홋카이도","2015-10-27","9,725","불검출","불검출","적합"
"46","냉동다랑어
(
눈다랑어목살횟감
,
,
)","태평양","2015-10-27","317","불검출","불검출","적합"
"47","냉동다랑어
(
눈다랑어 횟감
,F,
)","태평양","2015-10-27","433","불검출","불검출","적합"
"48","활가리비","홋카이도","2015-10-27","6,740","불검출","불검출","적합"
