"순번","품목명","제조·생산지","제조일자
(유통기한)","수입
중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 83건","","","","185,751","","",""
"1","과자(스낵과자)","니가타현","2017-02-03","12","불검출","불검출","적합"
"2","과자(스낵과자)","니가타현","2017-02-02","12","불검출","불검출","적합"
"3","과자(스낵과자)","니가타현","2017-03-10","1,326","불검출","불검출","적합"
"4","어묵","사가현","2017-03-01","588","불검출","불검출","적합"
"5","어묵","사가현","2017-03-01","420","불검출","불검출","적합"
"6","캔디류(캐러멜)","도치기현","2017-01-24","2,422.7","불검출","불검출","적합"
"7","즉석조리식품","나가노현","2017-03-01","368.2","불검출","불검출","적합"
"8","즉석조리식품","나가노현","2017-02-20","83","불검출","불검출","적합"
"9","즉석조리식품","나가노현","2017-02-28","1,360.8","불검출","불검출","적합"
"10","된장","나가노현","2017-03-03","1,230","불검출","불검출","적합"
"11","조미된장","나가노현","2017-02-28","3,120","불검출","불검출","적합"
"12","혼합제제","군마현","2017-03-03","40","불검출","불검출","적합"
"13","혼합음료","아이치현","2017-01-10","63","불검출","불검출","적합"
