"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"13","혼합제제","사이타마현","2017-02-06","160","불검출","불검출","적합"
"14","혼합제제","사이타마현","2016-05-30","40","불검출","불검출","적합"
"15","혼합제제","사이타마현","2016-10-12","80","불검출","불검출","적합"
"16","혼합제제","도치기현","2017-01-13","180","불검출","불검출","적합"
"17","혼합제제","사이타마현","2016-05-16","216","불검출","불검출","적합"
"18","혼합제제","사이타마현","2017-02-03","288","불검출","불검출","적합"
"19","혼합제제","사이타마현","2017-02-03","40","불검출","불검출","적합"
"20","혼합제제","사이타마현","2016-12-12","300","불검출","불검출","적합"
"21","양조간장","효고현","2016-12-24","540","불검출","불검출","적합"
"22","파라옥시안식향산에틸","미에현","2016-09-12","2,000","불검출","불검출","적합"
"23","혼합제제","나가노현","2016-12-26","180","불검출","불검출","적합"
"24","밀가루","후쿠오카현","2016-12-08","3,200","불검출","불검출","적합"
"25","백설탕","후쿠오카현","2016-10-29","380","불검출","불검출","적합"
"26","양조간장","효고현","2017-01-26","13,799","불검출","불검출","적합"
"27","가공두부","후쿠오카현","2017-02-16","1,870","불검출","불검출","적합"
"28","혼합제제","미에현","2017-01-27","210","불검출","불검출","적합"
"29","양조간장","효고현","2017-01-25","15,304","불검출","불검출","적합"
"30","소스류","나가사키현","2017-01-20","4,389","불검출","불검출","적합"
"31","맥주","교토부","2017-01-24","192,948","불검출","불검출","적합"
"32","땅콩또는견과류가공품","아이치현","2017-01-25","240","불검출","불검출","적합"
"33","혼합장","훗카이도","2017-01-16","1,607","불검출","불검출","적합"
"34","소스류","훗카이도","2017-01-12","966","불검출","불검출","적합"
"35","혼합장","훗카이도","2017-01-17","2,741","불검출","불검출","적합"
"36","소스류","나가사키현","2017-01-18","19,606","불검출","불검출","적합"
"37","혼합제제","오사카부","2017-02-09","90","불검출","불검출","적합"
"38","혼합제제","오사카부","2017-02-01","102","불검출","불검출","적합"
"39","혼합제제","오사카부","2017-01-27","51","불검출","불검출","적합"
"40","연하곤란환자용점
도증진식품","시즈오카현","2017-02-08","165","불검출","불검출","적합"
"41","조미된장","아이치현","2017-01-30","15,000","불검출","불검출","적합"
"42","조미된장","아이치현","2017-02-03","3,312","불검출","불검출","적합"
"43","캔디류(사탕)","미에현","2017-01-13","718","불검출","불검출","적합"
"44","기타가공품","시즈오카현","2016-12-19","120","불검출","불검출","적합"
"45","혼합제제","사이타마현","2017-02-14","60","불검출","불검출","적합"
"46","캔디류(사탕)","미에현","2016-12-28","718","불검출","불검출","적합"
