"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","101","","1
,103,449","","",""
"1","맥주","오이타현","2017-01-11","628,866","불검출","불검출","적합"
"2","카레","니가타현","2017-01-24","600","불검출","불검출","적합"
"3","난소화성말토덱스
트린(원료성)","효고현","2016-11-23","4,000","불검출","불검출","적합"
"4","청주","나라현","2017-01-11","353","불검출","불검출","적합"
"5","과자(스낵과자)","아이치현","2017-02-01","238","불검출","불검출","적합"
"6","혼합제제","사이타마현","2017-02-06","18","불검출","불검출","적합"
"7","혼합제제","사이타마현","2017-01-16","144","불검출","불검출","적합"
"8","혼합제제","사이타마현","2016-11-28","140","불검출","불검출","적합"
"9","혼합제제","사이타마현","2017-01-17","300","불검출","불검출","적합"
"10","혼합제제","오사카부","2017-01-27","102","불검출","불검출","적합"
"11","혼합제제","나가노현","2016-11-07","100","불검출","불검출","적합"
"12","혼합제제","사이타마현","2017-02-03","42","불검출","불검출","적합"
