"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 119건","","","","855,538","","",""
"1","즉석조리식품","미에현","2018-01-05","3,905","불검출","불검출","적합"
"2","캔디류","나라현","2018-01-24","2,584","불검출","불검출","적합"
"3","캔디류(사탕)","아이치현","2018-01-26","1,440","불검출","불검출","적합"
"4","과자(스낵과자)","아이치현","2018-01-22","240","불검출","불검출","적합"
"5","과자","니가타현","2018-01-23","134","불검출","불검출","적합"
"6","캔디류","아이치현","2017-12-25","432","불검출","불검출","적합"
"7","캔디류","미에현","2017-12-08","127","불검출","불검출","적합"
"8","과자","아이치현","2018-01-17","816","불검출","불검출","적합"
"9","과자","아이치현","2018-01-09","137","불검출","불검출","적합"
"10","과자","사이타마현","2018-01-06","156","불검출","불검출","적합"
"11","식물성크림","히로시마현","2018-01-10","96","불검출","불검출","적합"
"12","커피","아이치현","2017-12-28","14","불검출","불검출","적합"
"13","건어포","에히메현","2018-01-29","168","불검출","불검출","적합"
