"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 117건","","","","790,839","","",""
"1","캔디류","아이치현","2018-01-25","1,188","불검출","불검출","적합"
"2","과자","아이치현","2018-01-24","408","불검출","불검출","적합"
"3","젖산칼슘","오사카부","2017-09-08","1,000","불검출","불검출","적합"
"4","소스","아오모리현","2018-01-18","29","불검출","불검출","적합"
"5","소스","도쿄도","2018-01-18","33","불검출","불검출","적합"
"6","과자","니가타현","2018-01-11","151","불검출","불검출","적합"
"7","과자","니가타현","2018-01-26","78","불검출","불검출","적합"
"8","소스","사가현","2017-12-08","41","불검출","불검출","적합"
"9","소스","사가현","2018-01-12","36","불검출","불검출","적합"
"10","마요네즈","효고현","2018-01-17","140","불검출","불검출","적합"
"11","초콜릿가공품","이바라키현","2018-01-09","68","불검출","불검출","적합"
"12","소스","도치기현","2017-12-08","120","불검출","불검출","적합"
"13","과자","니가타현","2018-01-24","52","불검출","불검출","적합"
