"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 154건","","","","315,874","","",""
"1","절임식품","도치기현","2018-12-19","36","불검출","불검출","적합"
"2","절임식품","도쿄도","2018-12-19","80","불검출","불검출","적합"
"3","과자","아이치현","2018-12-11","1,163","불검출","불검출","적합"
"4","당류가공품","교토부","2018-11-20","257","불검출","불검출","적합"
"5","기타 주류","구마모토현","2018-11-27","82,312","불검출","불검출","적합"
"6","기타 주류","구마모토현","2018-11-30","46,301","불검출","불검출","적합"
"7","캔디류","아이치현","2018-11-29","2,770","불검출","불검출","적합"
"8","캔디류","아이치현","2018-12-01","2,760","불검출","불검출","적합"
"9","빵류","나가노현","2018-12-14","114","불검출","불검출","적합"
"10","캔디류","아이치현","2018-12-15","1,584","불검출","불검출","적합"
"11","과자","도쿠시마현","2018-11-13","360","불검출","불검출","적합"
"12","소스","구마모토현","2018-12-13","432","불검출","불검출","적합"
"13","과자","나가노현","2018-12-14","264","불검출","불검출","적합"
"14","빵류","나가노현","2018-12-14","154","불검출","불검출","적합"
