"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 80건","","","","75,688","","",""
"1","소스","에히메현","2018-12-18","2,400","불검출","불검출","적합"
"2","혼합제제","도쿄도","2018-12-20","900","불검출","불검출","적합"
"3","향신료조제품","도쿄도","2018-12-25","3,960","불검출","불검출","적합"
"4","기타천연착향료","오카야마현","2018-12-13","330","불검출","불검출","적합"
"5","혼합제제","오카야마현","2018-10-09","90","불검출","불검출","적합"
"6","기타가공품","구마모토현","2018-12-19","88","불검출","불검출","적합"
"7","효모식품","오이타현","2018-11-11","151","불검출","불검출","적합"
"8","카복시메틸
셀룰로스나트륨","시마네현","2018-12-01","1,000","불검출","불검출","적합"
"9","기타 수산물가공품","효고현","2018-12-18","485","불검출","불검출","적합"
"10","기타 수산물가공품","효고현","2018-12-11","6,000","불검출","불검출","적합"
"11","기타 수산물가공품","효고현","2018-12-19","199","불검출","불검출","적합"
"12","혼합음료","야마가타현","2018-10-31","1,350","불검출","불검출","적합"
"13","혼합제제","오카야마현","2018-12-25","45","불검출","불검출","적합"
