"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 95건","","","","740,830","","",""
"1","캔디류(양갱)","지바현","2017-06-07","42","불검출","불검출","적합"
"2","혼합제제","오사카부","2017-07-20","34","불검출","불검출","적합"
"3","소스류","지바현","2017-06-13","14,005","불검출","불검출","적합"
"4","캔디류(젤리)","아이치현","2017-07-21","407","불검출","불검출","적합"
"5","혼합제제","오사카부","2017-07-19","68","불검출","불검출","적합"
"6","혼합제제","오사카부","2017-07-19","17","불검출","불검출","적합"
"7","혼합제제","오사카부","2017-07-19","85","불검출","불검출","적합"
"8","혼합제제","오사카부","2017-07-21","17","불검출","불검출","적합"
"9","혼합제제","오사카부","2017-07-21","17","불검출","불검출","적합"
"10","합성착향료","이바라키현","2017-07-20","45","불검출","불검출","적합"
"11","과.채가공품","오카야마현","2017-06-05","9,600","불검출","불검출","적합"
"12","혼합제제","이바라키현","2017-06-27","180","불검출","불검출","적합"
"13","기타가공품","훗카이도","2017-07-13","3,008","불검출","불검출","적합"
