"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 147건","","","","769,329","","",""
"1","캔디류","나가사키현","2018-05-07","455","불검출","불검출","적합"
"2","캔디류","나가사키현","2018-05-07","455","불검출","불검출","적합"
"3","캔디류","나가사키현","2018-05-18","455","불검출","불검출","적합"
"4","캔디류","나가사키현","2018-05-18","455","불검출","불검출","적합"
"5","즉석조리식품","훗카이도","","4","불검출","불검출","적합"
"6","즉석조리식품","훗카이도","","4","불검출","불검출","적합"
"7","혼합제제","도치기현","2018-05-09","15","불검출","불검출","적합"
"8","혼합제제","도치기현","2018-05-14","810","불검출","불검출","적합"
"9","탄산마그네슘","오카야마현","2018-05-09","11,000","불검출","불검출","적합"
"10","떡류","니가타현","2018-04-20","6,504","불검출","불검출","적합"
"11","떡류","니가타현","2018-04-13","2,200","불검출","불검출","적합"
"12","소스","도치기현","2018-05-05","1,296","불검출","불검출","적합"
"13","기타가공품","시즈오카현","2018-03-05","930","불검출","불검출","적합"
"14","혼합제제","와카야마현","2018-03-06","1,000","불검출","불검출","적합"
"15","액상차","효고현","2018-05-09","81,056","불검출","불검출","적합"
