"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"17","활돔 강담돔
(
)","와카야마현","2015-10-02","208","불검출","불검출","적합"
"18","활돔 돌돔(
)","와카야마현","2015-10-02","86","불검출","불검출","적합"
"19","활우렁쉥이","홋카이도","2015-10-02","9,410","불검출","불검출","적합"
"20","활가리비","홋카이도","2015-10-02","7,096","불검출","불검출","적합"
"21","냉장갈치","오이타현","2015-10-02","545","불검출","불검출","적합"
"22","냉장갈치","에히메현","2015-10-02","248","불검출","불검출","적합"
"23","냉장돔 황돔(
)","야마구치현","2015-10-02","70","불검출","불검출","적합"
"24","냉장갈치","와카야마현","2015-10-02","592","불검출","불검출","적합"
"25","냉장준치","구마모토현","2015-10-02","973","불검출","불검출","적합"
"26","냉장갈치","에히메현","2015-10-02","1,092","불검출","불검출","적합"
"27","활게 참게(
)","오이타현","2015-10-02","145","불검출","불검출","적합"
"28","활장어 먹장어
(
)","후쿠오카현","2015-10-02","2,555","불검출","불검출","적합"
