"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","132","","202,325","","",""
"1","기타식용유지","지바현","2015-07-29","49.5","불검출","불검출","적합"
"2","기타식용유지","지바현","2015-07-29","49.5","불검출","불검출","적합"
"3","고형차","오사카부","2015-01-13","38","불검출","불검출","적합"
"4","덱스트린","효고현","2015-06-03","25,600","불검출","불검출","적합"
"5","과자(크래커)","니가타현","2015-08-20","101.52","불검출","불검출","적합"
"6","과자(스낵과자)","나가노현","2015-09-04","1,344","불검출","불검출","적합"
"7","소스류","교토부","2015-09-10","74","불검출","불검출","적합"
"8","당절임","와카야마현","2015-04-30","360","불검출","불검출","적합"
"9","식초절임(매실절임)","와카야마현","2015-09-07","128","불검출","불검출","적합"
"10","혼합제제","사이타마현","2015-09-04","15","불검출","불검출","적합"
"11","무기질/바나바잎추출물","지바현","2015-08-01","94.5","불검출","불검출","적합"
"12","비타민E","시즈오카현","2015-09-03","27.66","불검출","불검출","적합"
"13","초콜릿가공품","도쿄도","2015-08-31","102.96","불검출","불검출","적합"
