"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","140","","230,134","","",""
"1","혼합장","후쿠오카현","2015-08-31","80","불검출","불검출","적합"
"2","혼합장","후쿠오카현","2015-08-31","80","불검출","불검출","적합"
"3","양조간장","후쿠오카현","2015-08-31","40","불검출","불검출","적합"
"4","양조간장","후쿠오카현","2015-08-31","20","불검출","불검출","적합"
"5","양조간장","사가현","2015-09-08","230","불검출","불검출","적합"
"6","트랜스글루타미나아제","가나가와현","2015-07-08","270","불검출","불검출","적합"
"7","트랜스글루타미나아제","가나가와현","2015-07-09","30","불검출","불검출","적합"
"8","트랜스글루타미나아제","가나가와현","2015-07-04","120","불검출","불검출","적합"
"9","트랜스글루타미나아제","가나가와현","2015-05-26","100","불검출","불검출","적합"
"10","소스류","아이치현","2015-08-26","240","불검출","불검출","적합"
"11","소스류","도쿠시마현","2015-07-16","86.4","불검출","불검출","적합"
"12","혼합간장","이바라키현","2015-08-27","240","불검출","불검출","적합"
