"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"17","냉장갈치","와카야마현","2016-10-26","928","불검출","불검출","적합"
"18","냉장갈치","후쿠오카현","2016-10-26","1,062","불검출","불검출","적합"
"19","활우렁쉥이","홋카이도","2016-10-26","17,449","불검출","불검출","적합"
"20","활우렁쉥이","홋카이도","2016-10-26","7,000","불검출","불검출","적합"
"21","활우렁쉥이","홋카이도","2016-10-26","7,000","불검출","불검출","적합"
"22","활가리비","홋카이도","2016-10-26","7,000","불검출","불검출","적합"
"23","냉동갈치","나가사키현","2016-10-26","12,588","불검출","불검출","적합"
"24","활우렁쉥이","홋카이도","2016-10-26","6,999","불검출","불검출","적합"
"25","활우렁쉥이","홋카이도","2016-10-26","6,295","불검출","불검출","적합"
"26","활돔(강담돔)","오이타현","2016-10-26","1,144","불검출","불검출","적합"
"27","활게(참게)","후쿠오카현","2016-10-26","860","불검출","불검출","적합"
"28","활돔(참돔)","고치현","2016-10-26","9,486","불검출","불검출","적합"
