"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 92건","","","","676,918","","",""
"1","기타 수산물가공품","니가타현","2017-09-11","1,500","불검출","불검출","적합"
"2","수산물가공품","후쿠시마현","2017-06-22","240","불검출","불검출","적합"
"3","어묵","야마구치현","2017-08-28","2,500","불검출","불검출","적합"
"4","수산물가공품","아이치현","2017-09-01","15,000","불검출","불검출","적합"
"5","국수","가가와현","2017-08-03","208","불검출","불검출","적합"
"6","국수","가가와현","2017-09-02","8,500","불검출","불검출","적합"
"7","소스류","지바현","2017-09-25","2,441","불검출","불검출","적합"
"8","과.채음료","후쿠오카현","2017-09-04","2,025","불검출","불검출","적합"
"9","국수","지바현","2017-09-06","203","불검출","불검출","적합"
"10","캔디류(젤리)","나라현","2017-09-20","4,608","불검출","불검출","적합"
"11","캔디류(젤리)","나라현","2017-09-04","4,608","불검출","불검출","적합"
"12","캔디류(젤리)","나라현","2017-09-15","4,608","불검출","불검출","적합"
"13","캔디류(사탕)","아이치현","2017-09-14","240","불검출","불검출","적합"
