"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 191건","","","","1,137,958","","",""
"1","캔디류(사탕)","오사카부","2017-09-05","211","불검출","불검출","적합"
"2","과자(스낵과자)","아이치현","2017-09-06","600","불검출","불검출","적합"
"3","캔디류(젤리)","훗카이도","2017-08-17","72","불검출","불검출","적합"
"4","볶은커피","효고현","2017-09-20","810","불검출","불검출","적합"
"5","볶은커피","효고현","2017-09-20","590","불검출","불검출","적합"
"6","국수","구마모토현","2017-09-04","9,362","불검출","불검출","적합"
"7","액상차","미에현","2017-09-11","840","불검출","불검출","적합"
"8","탄산음료","아이치현","2017-08-29","600","불검출","불검출","적합"
"9","과자(스낵과자)","아이치현","2017-09-15","106","불검출","불검출","적합"
"10","과자(스낵과자)","니가타현","2017-09-20","683","불검출","불검출","적합"
"11","천연향신료","이바라키현","2017-08-22","2,000","불검출","불검출","적합"
"12","종국","오사카부","2017-09-21","22","불검출","불검출","적합"
"13","기타주류","히로시마현","2017-09-19","18,934","불검출","불검출","적합"
