"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 187건","","","","570,859","","",""
"1","양조간장","효고현","2017-09-14","13,799","불검출","불검출","적합"
"2","양조간장","효고현","2017-09-14","13,799","불검출","불검출","적합"
"3","소스류","히로시마현","2017-09-06","1,346","불검출","불검출","적합"
"4","과자(스낵과자)","미에현","2017-09-13","1,440","불검출","불검출","적합"
"5","소스류","히로시마현","2017-08-31","330","불검출","불검출","적합"
"6","소스류","히로시마현","2017-07-31","2,836","불검출","불검출","적합"
"7","캔디류(젤리)","나가노현","2017-09-13","2,142","불검출","불검출","적합"
"8","소스류","훗카이도","2017-08-31","96","불검출","불검출","적합"
"9","소스류","훗카이도","2017-08-31","108","불검출","불검출","적합"
"10","전분가공품","오사카부","2017-10-03","2,000","불검출","불검출","적합"
"11","시클로덱스트린시럽","시즈오카현","2017-06-08","5,000","불검출","불검출","적합"
"12","탄산수소암모늄","도야마현","2017-09-06","18,000","불검출","불검출","적합"
"13","캔디류(사탕)","미에현","2017-09-15","2,957","불검출","불검출","적합"
