"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","76","","232,267","","",""
"1","캔디류(캐러멜)","나라현","2016-07-12","486","불검출","불검출","적합"
"2","효모추출물제품","가나가와현","2016-07-01","180","불검출","불검출","적합"
"3","혼합제제","오사카부","2016-07-25","17","불검출","불검출","적합"
"4","소주","미야자키현","2016-07-04","1,011","불검출","불검출","적합"
"5","소스류","히로시마현","2016-07-04","371","불검출","불검출","적합"
"6","치자청색소","오사카부","2016-07-07","200","불검출","불검출","적합"
"7","청주","와카야마현","2016-07-13","793","불검출","불검출","적합"
"8","혼합제제","도쿄도","2016-07-14","45","불검출","불검출","적합"
"9","맥주","후쿠오카현","2016-06-02","16,800","불검출","불검출","적합"
"10","소스류","기후현","2016-06-25","36","불검출","불검출","적합"
"11","소주","오이타현","2016-04-21","26","불검출","불검출","적합"
"12","곡류가공품","시즈오카현","2016-05-27","1,800","불검출","불검출","적합"
"13","조미된장","아이치현","2016-07-22","4,200","불검출","불검출","적합"
