"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"15","냉장홍어","홋카이도","2016-08-09","782","불검출","불검출","적합"
"16","활가리비","홋카이도","2016-08-09","7,085","불검출","불검출","적합"
"17","냉동다랑어
(눈다랑어,목살)","인도양","2016-08-09","240","불검출","불검출","적합"
"18","냉장갈치","와카야마현","2016-08-09","984","불검출","불검출","적합"
"19","냉장갈치","오이타현","2016-08-09","335","불검출","불검출","적합"
"20","냉장민어(수조기)","와카야마현","2016-08-09","36","불검출","불검출","적합"
"21","냉장갈치","와카야마현","2016-08-09","1,072","불검출","불검출","적합"
"22","냉장민어(수조기)","야마구치현","2016-08-09","105","불검출","불검출","적합"
"23","냉장돔(황돔)","야마구치현","2016-08-09","150","불검출","불검출","적합"
"24","냉장돔(참돔)","야마구치현","2016-08-09","580","불검출","불검출","적합"
"25","냉장병어","야마구치현","2016-08-09","150","불검출","불검출","적합"
