"","","제조·생산지","제조일자","중량(kg)","검사결과","",""
"순 번","품목명","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","38건","","39,564","","",""
"1","식물성크림","오사카부","2014-06-17","331.2","불검출","불검출","적합"
"2","과자(스낵과자)","사이타마현","2014-01-20","2,512","불검출","불검출","적합"
"3","유산균음료","시즈오카현","2014-06-18","151.2","불검출","불검출","적합"
"4","혼합제제","가나가와현","2014-07-03","45","불검출","불검출","적합"
"5","혼합제제","효고현","2014-06-30","17","불검출","불검출","적합"
"6","혼합제제","효고현","2014-06-30","68","불검출","불검출","적합"
"7","혼합제제","효고현","2014-06-30","34","불검출","불검출","적합"
"8","혼합제제","효고현","2014-06-13","60","불검출","불검출","적합"
"9","과자(한과류)","도쿠시마현","2014-07-01","540","불검출","불검출","적합"
"10","과자(한과류)","도쿠시마현","2014-07-01","1,080","불검출","불검출","적합"
"11","혼합제제","군마현","2014-06-20","252","불검출","불검출","적합"
"12","양조간장","오사카부","2014-07-01","750","불검출","불검출","적합"
"13","혼합제제","효고현","2014-06-30","34","불검출","불검출","적합"
"14","식초절임(매실절임)","와카야마현","2014-07-07","128","불검출","불검출","적합"
"15","드레싱","지바현","2014-06-20","1,174.8","불검출","불검출","적합"
"16","된장","오사카부","2014-07-06","600","불검출","불검출","적합"
"17","과자(스낵과자)","니가타현","2014-07-08","1,214","불검출","불검출","적합"
"18","과자(스낵과자)","니가타현","2014-07-08","102","불검출","불검출","적합"
