"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 118건","","","","316,741","","",""
"1","소스류","사이타마현","2017-10-13","1,059","불검출","불검출","적합"
"2","소스류","시즈오카현","2017-09-13","288","불검출","불검출","적합"
"3","캔디류(사탕)","후쿠시마현","2017-11-10","353","불검출","불검출","적합"
"4","밀크초콜릿","가나가와현","2017-11-18","1,037","불검출","불검출","적합"
"5","청주","니가타현","2017-10-27","12,960","불검출","불검출","적합"
"6","효소분해레시틴","미에현","2017-11-08","60","불검출","불검출","적합"
"7","과자(스낵과자)","오사카부","2017-11-10","140","불검출","불검출","적합"
"8","혼합제제","사이타마현","2017-11-20","80","불검출","불검출","적합"
"9","혼합제제","사이타마현","2017-11-20","120","불검출","불검출","적합"
"10","당류가공품","오카야마현","2017-11-11","32,000","불검출","불검출","적합"
"11","청주","교토부","2017-11-23","8,709","불검출","불검출","적합"
"12","청주","교토부","2017-11-22","6,804","불검출","불검출","적합"
"13","혼합제제","사이타마현","2017-11-20","576","불검출","불검출","적합"
