"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:100Bq/kg)","",""
"총 100건","","","","610,543","","",""
"1","건면","구마모토현","2019-06-10","222","불검출","불검출","적합"
"2","혼합제제","효고현","2019-06-21","51","불검출","불검출","적합"
"3","혼합제제","효고현","2019-06-21","17","불검출","불검출","적합"
"4","α-아밀라아제
(비세균성)","아이치현","2019-06-24","21","불검출","불검출","적합"
"5","혼합제제","시즈오카현","2019-06-11","90","불검출","불검출","적합"
"6","캔디류","미에현","2019-06-03","1,267","불검출","불검출","적합"
"7","캔디류","미에현","2019-06-14","845","불검출","불검출","적합"
"8","캔디류","미에현","2019-05-30","127","불검출","불검출","적합"
"9","천연향신료","사이타마현","2019-05-14","44","불검출","불검출","적합"
"10","혼합제제","효고현","2019-06-19","34","불검출","불검출","적합"
"11","향신료조제품","사이타마현","2018-11-26","145","불검출","불검출","적합"
"12","혼합제제","효고현","2019-06-21","34","불검출","불검출","적합"
"13","빵류","돗토리현","2019-05-30","6,473","불검출","불검출","적합"
"14","빵류","돗토리현","2019-06-04","2,714","불검출","불검출","적합"
