"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:100Bq/kg)","",""
"총 103건","","","","323,739","","",""
"1","L-글루탐산나트륨제제","사가현","2019-03-14","200","불검출","불검출","적합"
"2","소스","군마현","2019-04-26","108","불검출","불검출","적합"
"3","소스","나가사키현","2019-04-22","50","불검출","불검출","적합"
"4","건면","나가사키현","2019-06-22","180","불검출","불검출","적합"
"5","건면","나가사키현","2019-06-25","2,700","불검출","불검출","적합"
"6","과·채가공품","야마가타현","2019-06-19","360","불검출","불검출","적합"
"7","로진","오사카부","2019-05-27","100","불검출","불검출","적합"
"8","혼합제제","오카야마현","2019-06-13","40","불검출","불검출","적합"
"9","기타천연착향료","시즈오카현","2019-06-03","170","불검출","불검출","적합"
"10","혼합제제","히로시마현","2019-06-21","900","불검출","불검출","적합"
"11","곡류가공품","히로시마현","2019-05-30","23,400","불검출","불검출","적합"
"12","액상커피","시가현","2019-06-10","1,037","불검출","불검출","적합"
"13","볶은커피","미에현","2019-06-17","67","불검출","불검출","적합"
"14","인스턴트커피","오사카부","2019-05-30","65","불검출","불검출","적합"
"15","볶은커피","미에현","2019-04-22","113","불검출","불검출","적합"
