"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 112건","","","","466,696","","",""
"1","캔디류","아이치현","2018-06-06","540","불검출","불검출","적합"
"2","캔디류","아이치현","2018-06-02","1,080","불검출","불검출","적합"
"3","캔디류","아이치현","2018-06-02","960","불검출","불검출","적합"
"4","과자","니가타현","2018-07-09","306","불검출","불검출","적합"
"5","유탕면","아이치현","2018-06-15","88","불검출","불검출","적합"
"6","액상차","미에현","2018-08-01","720","불검출","불검출","적합"
"7","탄산음료","아이치현","2018-07-11","360","불검출","불검출","적합"
"8","소스","히로시마현","2018-07-09","157","불검출","불검출","적합"
"9","혼합음료","미에현","2018-06-25","569","불검출","불검출","적합"
"10","인스턴트커피","사이타마현","2018-06-19","43","불검출","불검출","적합"
"11","인스턴트커피","사이타마현","2018-06-25","43","불검출","불검출","적합"
"12","탄산음료","오사카부","2018-07-27","2,465","불검출","불검출","적합"
"13","액상차","미에현","2018-07-26","720","불검출","불검출","적합"
"14","소스","후쿠오카현","2018-07-30","2,765","불검출","불검출","적합"
