"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 82건","","","","320,148","","",""
"1","건어포","효고현","2018-08-06","522","불검출","불검출","적합"
"2","혼합제제","와카야마현","2018-08-06","45","불검출","불검출","적합"
"3","기타 수산물가공품","도쿄도","2018-06-30","99","불검출","불검출","적합"
"4","빵류","오사카부","2018-08-10","27","불검출","불검출","적합"
"5","빵류","오사카부","2018-08-09","202","불검출","불검출","적합"
"6","소스","군마현","2018-07-07","2,160","불검출","불검출","적합"
"7","홍삼/히알루론산/
무기질","기후현","","302","불검출","불검출","적합"
"8","맥주","오이타현","2018-07-10","49,680","불검출","불검출","적합"
"9","혼합제제","이바라키현","2018-07-31","195","불검출","불검출","적합"
"10","어묵","효고현","2018-08-02","6,154","불검출","불검출","적합"
"11","복합조미식품","오카야마현","2018-07-04","20","불검출","불검출","적합"
"12","복합조미식품","미에현","2018-06-26","102","불검출","불검출","적합"
"13","마요네즈","효고현","2018-07-18","2,520","불검출","불검출","적합"
