"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 93건","","","","593,512","","",""
"1","초콜릿가공품","오사카부","2017-11-09","178","불검출","불검출","적합"
"2","초콜릿가공품","시즈오카현","2017-12-04","352","불검출","불검출","적합"
"3","밀크초콜릿","시즈오카현","2017-10-25","461","불검출","불검출","적합"
"4","초콜릿가공품","시즈오카현","2017-11-08","461","불검출","불검출","적합"
"5","맥주","오이타현","2017-11-11","364,044","불검출","불검출","적합"
"6","초콜릿가공품","이바라키현","2017-12-15","19,200","불검출","불검출","적합"
"7","과자(웨이퍼)","이바라키현","2017-11-28","17,434","불검출","불검출","적합"
"8","청주","효고현","2017-12-08","35,100","불검출","불검출","적합"
"9","청주","미에현","2017-12-04","3,600","불검출","불검출","적합"
"10","청주","니가타현","2017-12-11","24,732","불검출","불검출","적합"
"11","탄산음료","오사카부","2017-12-05","1,200","불검출","불검출","적합"
"12","초콜릿가공품","사이타마현","2017-12-26","131","불검출","불검출","적합"
"13","빵류(그외 빵류)","효고현","2017-12-22","1,280","불검출","불검출","적합"
