"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 137건","","","","1,737,397","","",""
"1","볶은커피","효고현","2017-11-30","18,258","불검출","불검출","적합"
"2","볶은커피","효고현","2017-10-16","384","불검출","불검출","적합"
"3","볶은커피","효고현","2017-11-04","336","불검출","불검출","적합"
"4","액상커피","시가현","2017-11-30","18,126","불검출","불검출","적합"
"5","복합조미식품","사이타마현","2017-10-25","200","불검출","불검출","적합"
"6","복합조미식품","사이타마현","2017-10-12","400","불검출","불검출","적합"
"7","즉석조리식품","나라현","2017-10-27","500","불검출","불검출","적합"
"8","소스류","나가사키현","2017-11-24","3,360","불검출","불검출","적합"
"9","소스류","훗카이도","2017-11-15","336","불검출","불검출","적합"
"10","향신료조제품","나라현","2017-10-18","1,000","불검출","불검출","적합"
"11","카레","나라현","2017-11-15","1,000","불검출","불검출","적합"
"12","카레","나라현","2017-11-14","1,200","불검출","불검출","적합"
"13","볶은커피","시즈오카현","2017-12-18","2,952","불검출","불검출","적합"
