"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 107건","","","","712,791","","",""
"1","떡류","니가타현","2019-02-26","509","불검출","불검출","적합"
"2","소스","미에현","2018-12-25","142","불검출","불검출","적합"
"3","캔디류","미에현","2019-03-11","320","불검출","불검출","적합"
"4","액상차","미에현","2019-03-07","1,200","불검출","불검출","적합"
"5","캔디류","미에현","2018-12-03","84","불검출","불검출","적합"
"6","캔디류","미에현","2019-01-11","169","불검출","불검출","적합"
"7","캔디류","와카야마현","2019-03-11","36","불검출","불검출","적합"
"8","유탕면","아이치현","2019-03-08","109","불검출","불검출","적합"
"9","유탕면","아이치현","2019-02-21","132","불검출","불검출","적합"
"10","소스","에히메현","2019-03-22","9,374","불검출","불검출","적합"
"11","맥주","교토부","2019-03-02","302,388","불검출","불검출","적합"
"12","향신료조제품","나가노현","2019-01-24","258","불검출","불검출","적합"
"13","캔디류","효고현","2019-02-28","204","불검출","불검출","적합"
"14","소스","히로시마현","2019-03-01","4,536","불검출","불검출","적합"
