"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 94건","","","","148,032","","",""
"1","혼합제제","효고현","2019-03-25","51","불검출","불검출","적합"
"2","합성향료","효고현","2019-03-26","10","불검출","불검출","적합"
"3","소스","후쿠오카현","2019-03-06","2,765","불검출","불검출","적합"
"4","양조간장","미에현","2019-02-11","138","불검출","불검출","적합"
"5","소스","아이치현","2019-01-29","268","불검출","불검출","적합"
"6","탄산음료","오사카부","2019-02-12","4,930","불검출","불검출","적합"
"7","혼합제제","효고현","2019-03-20","51","불검출","불검출","적합"
"8","캔디류","미에현","2019-01-07","389","불검출","불검출","적합"
"9","과·채음료","후쿠오카현","2019-01-08","450","불검출","불검출","적합"
"10","과·채음료","후쿠오카현","2019-01-10","450","불검출","불검출","적합"
"11","과·채음료","후쿠오카현","2018-12-16","450","불검출","불검출","적합"
"12","복합조미식품","나라현","2019-02-20","150","불검출","불검출","적합"
"13","소스","시가현","2019-03-18","13,950","불검출","불검출","적합"
"14","복합조미식품","구마모토현","2019-03-28","486","불검출","불검출","적합"
