"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 76건","","","","202,891","","",""
"1","탄산음료","오사카부","2019-03-08","1,380","불검출","불검출","적합"
"2","과자","니가타현","2019-03-13","275","불검출","불검출","적합"
"3","과자","니가타현","2019-03-15","79","불검출","불검출","적합"
"4","과자","아이치현","2019-03-04","125","불검출","불검출","적합"
"5","혼합제제","효고현","2019-03-18","3,080","불검출","불검출","적합"
"6","기타가공품","아오모리현","2018-12-19","1,001","불검출","불검출","적합"
"7","숙면","구마모토현","2019-03-04","206","불검출","불검출","적합"
"8","혼합제제","오카야마현","2019-03-19","15","불검출","불검출","적합"
"9","캔디류","아이치현","2019-01-02","360","불검출","불검출","적합"
"10","캔디류","아이치현","2019-01-02","384","불검출","불검출","적합"
"11","혼합장","아이치현","2019-03-21","3,600","불검출","불검출","적합"
"12","혼합장","아이치현","2019-02-11","5,900","불검출","불검출","적합"
"13","혼합장","아이치현","2019-03-08","1,200","불검출","불검출","적합"
"14","혼합장","아이치현","2019-03-14","8,160","불검출","불검출","적합"
