"수입
검사결과
제조일자","","","","","","",""
"순번
품목명
중량
제조·생산지
세슘
요오드
판정
(유통기한)
(기준:100Bq/kg)
(기준:300Bq/kg)
(kg)","","","","","","",""
"119","혼합제제","오카야마현","2017-06-02","60","불검출","불검출","적합"
"120","기타천연착향료","사이타마현","2017-05-03","400","불검출","불검출","적합"
"121","기타천연착향료","오카야마현","2017-04-03","210","불검출","불검출","적합"
"122","볶은커피","오사카부","2017-04-28","1,213","불검출","불검출","적합"
"123","국수","아이치현","2017-05-22","2,784","불검출","불검출","적합"
"124","향신료조제품","도쿄도","2017-06-02","1,250","불검출","불검출","적합"
"125","연하곤란환자용
점도증진식품","사이타마현","2017-04-04","18","불검출","불검출","적합"
"126","혼합제제","도쿄도","2017-06-07","15","불검출","불검출","적합"
"127","혼합제제","도쿄도","2017-06-07","30","불검출","불검출","적합"
"128","혼합제제","오사카부","2017-06-01","102","불검출","불검출","적합"
"129","수산물가공품","훗카이도","2017-05-10","1,025","불검출","불검출","적합"
