"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 116건","","","","804,545","","",""
"1","과자(스낵과자)","기후현","2017-05-29","2,070","불검출","불검출","적합"
"2","캔디류(캐러멜)","아이치현","2017-05-23","156","불검출","불검출","적합"
"3","캔디류(사탕)","아이치현","2017-04-22","1,280","불검출","불검출","적합"
"4","과자(크래커)","오사카부","2017-06-02","3,000","불검출","불검출","적합"
"5","캔디류(사탕)","아이치현","2017-05-24","720","불검출","불검출","적합"
"6","캔디류(사탕)","아이치현","2017-05-23","768","불검출","불검출","적합"
"7","캔디류(사탕)","아이치현","2017-05-24","1,080","불검출","불검출","적합"
"8","소스류","지바현","2017-05-29","4,882","불검출","불검출","적합"
"9","볶은커피","효고현","2017-05-22","18,258","불검출","불검출","적합"
"10","볶은커피","효고현","2017-05-20","1,950","불검출","불검출","적합"
"11","소스류","가나가와현","(2018-05-19)","277","불검출","불검출","적합"
"12","소스류","가나가와현","(2018-01-06)","18","불검출","불검출","적합"
"13","소스류","가나가와현","(2018-01-17)","45","불검출","불검출","적합"
