"","","제조·생산지","제조일자","중량(kg)","검사결과","",""
"순 번","품목명","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","63건","","378,151","","",""
"1","즉석섭취식품","미에현","2014-05-23","53.7","불검출","불검출","적합"
"2","즉석조리식품","미에현","2014-05-23","64.8","불검출","불검출","적합"
"3","스쿠알렌(원료성)","지바현","2014-05-30","170","불검출","불검출","적합"
"4","소스류","히로시마현","2014-07-01","72","불검출","불검출","적합"
"5","소스류","히로시마현","2014-06-24","3,780","불검출","불검출","적합"
"6","소스류","히로시마현","2014-06-23","81.84","불검출","불검출","적합"
"7","소스류","히로시마현","2014-06-12","455.76","불검출","불검출","적합"
"8","소스류","히로시마현","2014-06-11","1,835.1","불검출","불검출","적합"
"9","소스류","히로시마현","2014-06-17","264.36","불검출","불검출","적합"
"10","소스류","히로시마현","2014-05-26","566.4","불검출","불검출","적합"
"11","소스류","히로시마현","2014-07-02","615","불검출","불검출","적합"
"12","소스류","히로시마현","2014-06-25","528","불검출","불검출","적합"
"13","소스류","히로시마현","2014-06-20","494.64","불검출","불검출","적합"
"14","청주","교토부","2014-06-26","86.4","불검출","불검출","적합"
"15","청주","교토부","2014-06-26","103.68","불검출","불검출","적합"
"16","소스류","히로시마현","2014-06-24","103.5","불검출","불검출","적합"
"17","청주","교토부","2014-06-26","43.2","불검출","불검출","적합"
"18","과자(스낵과자)","후쿠오카현","2014-06-24","75","불검출","불검출","적합"
