"순 번","품목명","제조·생산지","제조일자","중량(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","145건","","268,837","","",""
"1","비타민/무기질/
가르시니아캄보
지아추출물","오사카부","2014-09-12","32","불검출","불검출","적합"
"2","비타민","시즈오카현","2014-04-25","40.5","불검출","불검출","적합"
"3","비타민","오키나와현","2014-04-28","150.3","불검출","불검출","적합"
"4","초콜릿가공품","도쿄도","2014-08-06","16.1","불검출","불검출","적합"
"5","기타천연착향료","오사카부","2014-09-10","900","불검출","불검출","적합"
"6","혼합제제","오사카부","2014-09-05","50","불검출","불검출","적합"
"7","기타가공품","훗카이도","2014-08-28","3,008","불검출","불검출","적합"
"8","조미건어포류","아오모리현","2014-08-23","8.1","불검출","불검출","적합"
"9","조미건어포류","훗카이도","2014-08-22","5.6","불검출","불검출","적합"
"10","건어포류","가고시마현","2014-08-25","1,010","불검출","불검출","적합"
"11","양조간장","지바현","2014-09-03","540","불검출","불검출","적합"
"12","과자(스낵과자)","군마현","2014-08-11","373","불검출","불검출","적합"
"13","키토산/키토올리
고당제품","교토부","2014-09-01","129","불검출","불검출","적합"
"14","청주","도쿄도","2014-03-14","90","불검출","불검출","적합"
"15","청주","도쿄도","2014-04-05","75","불검출","불검출","적합"
"16","청주","나가사키현","2014-09-01","48.6","불검출","불검출","적합"
