"순 번","품목명","제조·생산지","제조일자","중량(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","44건","","321,273","","",""
"1","소스류","사가현","2014-08-18","53.7","불검출","불검출","적합"
"2","폴리소르베이트60","와카야마현","2014-04-16","126","불검출","불검출","적합"
"3","소스류","훗카이도","2014-08-26","2,070","불검출","불검출","적합"
"4","과자(쿠키)","도쿠시마현","2014-09-06","330","불검출","불검출","적합"
"5","유탕면류","아이치현","2014-09-01","304.38","불검출","불검출","적합"
"6","탄산칼슘","오카야마현","2014-09-10","16,500","불검출","불검출","적합"
"7","유산균음료","시즈오카현","2014-08-08","302.4","불검출","불검출","적합"
"8","냉면","구마모토현","2014-08-01","244.8","불검출","불검출","적합"
"9","금박","이시카와현","2014-09-20","0.28","불검출","불검출","적합"
"10","캔디류(젤리)","아이치현","2014-09-08","345.6","불검출","불검출","적합"
"11","과자(스낵과자)","고치현","2014-08-27","73","불검출","불검출","적합"
"12","탄산음료","오사카부","2014-08-27","3,120","불검출","불검출","적합"
"13","준초콜릿","가나가와현","2014-08-18","312","불검출","불검출","적합"
"14","국수","가가와현","2014-08-27","800","불검출","불검출","적합"
"15","국수","가가와현","2014-09-04","12,140","불검출","불검출","적합"
"16","두류가공품","나가노현","2014-08-27","13,326.5","불검출","불검출","적합"
"17","맥주","후쿠오카현","2014-08-01","48,500","불검출","불검출","적합"
"18","맥주","후쿠오카현","2014-08-01","69,840","불검출","불검출","적합"
