"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","136","","139,237","","",""
"1","소스류","효고현","2015-11-05","64.9","불검출","불검출","적합"
"2","소스류","효고현","2015-04-15","82.5","불검출","불검출","적합"
"3","빵류(그외 빵류)","군마현","2015-12-03","55","불검출","불검출","적합"
"4","빵류(그외 빵류)","군마현","2015-12-09","276","불검출","불검출","적합"
"5","빵류(그외 빵류)","군마현","2015-12-05","503","불검출","불검출","적합"
"6","빵류(그외 빵류)","군마현","2015-11-30","241","불검출","불검출","적합"
"7","빵류(그외 빵류)","군마현","2015-11-28","241","불검출","불검출","적합"
"8","빵류(그외 빵류)","군마현","2015-12-05","54","불검출","불검출","적합"
"9","빵류(그외 빵류)","군마현","2015-12-08","56","불검출","불검출","적합"
"10","빵류(그외 빵류)","군마현","2015-12-05","56","불검출","불검출","적합"
"11","빵류(그외 빵류)","군마현","2015-12-05","54","불검출","불검출","적합"
"12","빵류(그외 빵류)","군마현","2015-12-07","129","불검출","불검출","적합"
"13","청주","이바라키현","2015-10-22","49.5","불검출","불검출","적합"
