"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 148건","","","","447,125","","",""
"1","서류가공품","사이타마현","2019-01-22","1,000","불검출","불검출","적합"
"2","서류가공품","사이타마현","2019-01-22","1,000","불검출","불검출","적합"
"3","카레(커리)","시즈오카현","2018-12-06","345","불검출","불검출","적합"
"4","소스","사이타마현","2018-10-01","306","불검출","불검출","적합"
"5","혼합제제","효고현","2019-02-01","34","불검출","불검출","적합"
"6","혼합제제","효고현","2019-01-31","85","불검출","불검출","적합"
"7","카레(커리)","시즈오카현","2018-12-13","378","불검출","불검출","적합"
"8","카레(커리)","시즈오카현","2018-12-13","378","불검출","불검출","적합"
"9","카레(커리)","시즈오카현","2019-01-15","207","불검출","불검출","적합"
"10","카레(커리)","시즈오카현","2018-12-05","345","불검출","불검출","적합"
"11","카레(커리)","니가타현","2018-12-13","360","불검출","불검출","적합"
"12","고형차","아이치현","2019-01-29","130","불검출","불검출","적합"
"13","기타 식용유지가공품","지바현","2019-01-23","2,400","불검출","불검출","적합"
"14","절임식품","미야자키현","2019-01-31","204","불검출","불검출","적합"
