"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 119건","","","","407,913","","",""
"1","과자","사이타마현","2018-09-25","1,449","불검출","불검출","적합"
"2","양조간장","효고현","2018-12-27","252","불검출","불검출","적합"
"3","생면","사이타마현","2019-01-29","3,000","불검출","불검출","적합"
"4","밀가루","후쿠오카현","2019-01-12","250","불검출","불검출","적합"
"5","건어포","교토부","2019-01-15","825","불검출","불검출","적합"
"6","혼합제제","히로시마현","2019-01-17","15","불검출","불검출","적합"
"7","식용색소적색제40호
알루미늄레이크","오사카부","2018-12-14","200","불검출","불검출","적합"
"8","볶은커피","오사카부","","756","불검출","불검출","적합"
"9","볶은커피","오사카부","","270","불검출","불검출","적합"
"10","볶은커피","오사카부","","432","불검출","불검출","적합"
"11","볶은커피","오사카부","","441","불검출","불검출","적합"
"12","밀가루","지바현","2018-12-25","1,000","불검출","불검출","적합"
"13","당류가공품","나가노현","2018-11-26","13","불검출","불검출","적합"
