"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","활장어(먹장어)","야마구치현","2019-02-22","1,320","불검출","불검출","적합"
"2","활돔(참돔)","에히메현","2019-02-22","6,536","불검출","불검출","적합"
"3","활방어","에히메현","2019-02-22","2,982","불검출","불검출","적합"
"4","활돔(참돔)","에히메현","2019-02-22","15,905","불검출","불검출","적합"
"5","활돔(참돔)","에히메현","2019-02-22","3,867","불검출","불검출","적합"
"6","냉장명태","홋카이도","2019-02-22","2,860","불검출","불검출","적합"
"7","냉장홍어","홋카이도","2019-02-22","2,773","불검출","불검출","적합"
"8","활돔(참돔)","에히메현","2019-02-22","2,861","불검출","불검출","적합"
"9","활방어","에히메현","2019-02-22","1,925","불검출","불검출","적합"
"10","활방어","에히메현","2019-02-22","5,065","불검출","불검출","적합"
"11","활가리비","홋카이도","2019-02-22","7,832","불검출","불검출","적합"
"12","활방어","에히메현","2019-02-22","4,083","불검출","불검출","적합"
"13","활방어","에히메현","2019-02-22","4,111","불검출","불검출","적합"
"14","냉장명태","홋카이도","2019-02-22","5,000","불검출","불검출","적합"
"15","활해삼","미에현","2019-02-22","620","불검출","불검출","적합"
"16","활가리비","홋카이도","2019-02-22","3,000","불검출","불검출","적합"
"합계","","-","-","70,740","-","-","-"
