"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"24","냉장홍어","야마구치현","2014-09-23","528","불검출","불검출","적합"
"25","냉장홍어","홋카이도","2014-09-23","6,039","불검출","불검출","적합"
"26","냉장갈치","와카야마현","2014-09-23","1,080","불검출","불검출","적합"
"27","냉장갈치","와카야마현","2014-09-23","1,536","불검출","불검출","적합"
"28","냉장갈치","오이타현","2014-09-23","170","불검출","불검출","적합"
"29","냉장갈치","에히메현","2014-09-23","584","불검출","불검출","적합"
"30","활우렁쉥이","홋카이도","2014-09-23","8,210","불검출","불검출","적합"
"31","냉장갈치","에히메현","2014-09-23","312","불검출","불검출","적합"
"32","활우렁쉥이","홋카이도","2014-09-23","8,296","불검출","불검출","적합"
"33","냉장갈치","와카야마현","2014-09-23","600","불검출","불검출","적합"
"34","활우렁쉥이","홋카이도","2014-09-23","8,566","불검출","불검출","적합"
"35","활꼬막","사가현","2014-09-23","2,300","불검출","불검출","적합"
"36","활꼬막(새꼬막)","사가현","2014-09-23","2,000","불검출","불검출","적합"
