"순 번","품목명","제조·생산지","제조일자","중량(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","102건","","175,087","","",""
"1","빵류(케이크)","효고현","2014-08-01","8.4","불검출","불검출","적합"
"2","빵류(케이크)","효고현","2014-08-13","7.2","불검출","불검출","적합"
"3","빵류(그외 빵류)","효고현","2014-08-20","6.24","불검출","불검출","적합"
"4","빵류(그외 빵류)","효고현","2014-08-20","10.32","불검출","불검출","적합"
"5","빙과류","오사카부","2014-06-27","6.8","불검출","불검출","적합"
"6","조미건어포류","에히메현","2014-08-21","17.5","불검출","불검출","적합"
"7","혼합제제","와카야마현","2014-08-25","30","불검출","불검출","적합"
"8","곡류가공품","시즈오카현","2014-07-01","1,200","불검출","불검출","적합"
"9","곡류가공품","지바현","2014-06-25","135","불검출","불검출","적합"
"10","맥주","오이타현","2014-08-02","33,120","불검출","불검출","적합"
"11","소스류","히로시마현","2014-08-01","1,832.4","불검출","불검출","적합"
"12","소스류","히로시마현","2014-08-01","3,150","불검출","불검출","적합"
"13","캔디류(사탕)","아이치현","2014-09-01","1,600","불검출","불검출","적합"
"14","소스류","히로시마현","2014-07-07","655.5","불검출","불검출","적합"
"15","과자(스낵과자)","아이치현","2014-09-04","882","불검출","불검출","적합"
"16","과자(스낵과자)","아이치현","2014-09-04","2,502","불검출","불검출","적합"
"17","소스류","히로시마현","2014-08-06","1,320","불검출","불검출","적합"
"18","빵류(카스텔라)","히로시마현","2014-08-22","78","불검출","불검출","적합"
"19","볶은커피","효고현","2014-08-23","756","불검출","불검출","적합"
"20","액상커피","효고현","2014-08-11","2,775","불검출","불검출","적합"
