"순 번","품목명","제조·생산지","제조일자","중량(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","67건","","138,508","","",""
"1","과자(크래커)","오사카부","2014-08-08","504","불검출","불검출","적합"
"2","건어포류","나가사키현","2014-08-28","3.9","불검출","불검출","적합"
"3","청주","미에현","2014-08-01","172.8","불검출","불검출","적합"
"4","건어포류","에히메현","2014-08-22","240","불검출","불검출","적합"
"5","청주","니가타현","2014-08-19","630.9","불검출","불검출","적합"
"6","혼합제제","시가현","2014-09-03","50","불검출","불검출","적합"
"7","건조효모","이와테현","2014-05-26","30","불검출","불검출","적합"
"8","기타가공품","와카야마현","2014-09-05","200","불검출","불검출","적합"
"9","수산물가공품","오카야마현","2013-06-12","70","불검출","불검출","적합"
"10","당류가공품","오카야마현","2014-07-12","17,440","불검출","불검출","적합"
"11","캔디류(사탕)","아이치현","2014-08-21","1,260","불검출","불검출","적합"
"12","캔디류(사탕)","아이치현","2014-08-26","900","불검출","불검출","적합"
"13","캔디류(사탕)","아이치현","2014-08-26","396","불검출","불검출","적합"
"14","캔디류(사탕)","아이치현","2014-08-26","960","불검출","불검출","적합"
"15","캔디류(사탕)","아이치현","2014-08-27","300","불검출","불검출","적합"
"16","캔디류(젤리)","아이치현","2014-08-22","232","불검출","불검출","적합"
"17","캔디류(사탕)","아이치현","2014-08-19","200","불검출","불검출","적합"
