"수입
검사결과
제조일자","","","","","","",""
"순번
품목명
중량
제조·생산지
세슘
요오드
판정
(유통기한)
(기준:100Bq/kg)
(기준:300Bq/kg)
(kg)","","","","","","",""
"14","과자(웨이퍼)","이바라키현","2017-06-26","34,500","불검출","불검출","적합"
"15","소스류","히로시마현","2017-07-06","126","불검출","불검출","적합"
"16","탄산음료","오사카부","2017-06-27","4,320","불검출","불검출","적합"
"17","혼합제제","오사카부","2017-06-20","50","불검출","불검출","적합"
"18","혼합제제","오사카부","2017-06-20","50","불검출","불검출","적합"
"19","트랜스글루코시다아제","시가현","2017-07-12","888","불검출","불검출","적합"
"20","혼합제제","오사카부","2017-07-12","125","불검출","불검출","적합"
"21","맥주","후쿠오카현","2017-06-13","326,568","불검출","불검출","적합"
"22","기타가공품","시즈오카현","2015-11-09","2,000","불검출","불검출","적합"
"23","캔디류(사탕)","효고현","2017-06-14","151","불검출","불검출","적합"
"24","캔디류(사탕)","효고현","2017-05-23","41","불검출","불검출","적합"
"25","캔디류(사탕)","오사카부","2017-05-30","29","불검출","불검출","적합"
"26","기타가공품","시즈오카현","2017-06-12","100","불검출","불검출","적합"
"27","합성착향료","가나가와현","2017-07-13","3","불검출","불검출","적합"
"28","볶은커피","오사카부","","596","불검출","불검출","적합"
"29","혼합제제","미에현","2017-07-12","1,540","불검출","불검출","적합"
"30","음료베이스","기후현","2017-06-16","50","불검출","불검출","적합"
"31","DL-사과산","오사카부","2017-04-19","20,000","불검출","불검출","적합"
"32","기타가공품","사이타마현","2017-07-03","20","불검출","불검출","적합"
"33","기타가공품","사이타마현","2017-06-20","50","불검출","불검출","적합"
"34","기타가공품","사이타마현","2017-06-30","200","불검출","불검출","적합"
"35","연하곤란환자용
점도증진식품","시즈오카현","2017-05-24","648","불검출","불검출","적합"
"36","캔디류(젤리)","오카야마현","2017-06-16","380","불검출","불검출","적합"
"37","캔디류(젤리)","오카야마현","2017-06-08","376","불검출","불검출","적합"
"38","건어포류","에히메현","2017-05-12","540","불검출","불검출","적합"
"39","볶은커피","미에현","2017-06-11","67","불검출","불검출","적합"
"40","과자(비스킷)","오사카부","2017-06-19","70","불검출","불검출","적합"
"41","유탕면류","시즈오카현","2017-05-30","281","불검출","불검출","적합"
"42","국수","효고현","2017-06-07","288","불검출","불검출","적합"
"43","유탕면류","군마현","2017-05-30","410","불검출","불검출","적합"
"44","소스류","도치기현","2017-05-16","90","불검출","불검출","적합"
"45","소스류","군마현","2017-05-26","590","불검출","불검출","적합"
"46","소스류","히로시마현","2017-07-10","540","불검출","불검출","적합"
"47","유탕면류","군마현","2017-06-01","292","불검출","불검출","적합"
