"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 98건","","","","389,011","","",""
"1","소스류","아이치현","2017-07-13","2,000","불검출","불검출","적합"
"2","혼합제제","오사카부","2017-07-14","200","불검출","불검출","적합"
"3","혼합제제","오사카부","2017-07-12","200","불검출","불검출","적합"
"4","연하곤란환자용
점도증진식품","가나가와현","2017-06-14","635","불검출","불검출","적합"
"5","소스류","도치기현","2017-04-25","12,355","불검출","불검출","적합"
"6","소스류","도치기현","2017-05-23","12,355","불검출","불검출","적합"
"7","수산물가공품","훗카이도","2017-07-16","120","불검출","불검출","적합"
"8","소스류","훗카이도","2017-05-30","3,200","불검출","불검출","적합"
"9","소스류","훗카이도","2017-06-02","60","불검출","불검출","적합"
"10","과자(비스킷)","훗카이도","2017-07-14","140","불검출","불검출","적합"
"11","과자(비스킷)","훗카이도","2017-07-14","140","불검출","불검출","적합"
"12","복합조미식품","훗카이도","2017-06-06","14","불검출","불검출","적합"
