"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"15","냉장돔 황돔(
)","나가사키현","2016-01-15","960","불검출","불검출","적합"
"16","냉장가오리","에히메현","2016-01-15","580","불검출","불검출","적합"
"17","활가리비","홋카이도","2016-01-15","7,244","불검출","불검출","적합"
"18","냉장갈치","에히메현","2016-01-15","674","불검출","불검출","적합"
"19","냉장갈치","효고현","2016-01-15","264","불검출","불검출","적합"
"20","냉장병어","효고현","2016-01-15","40","불검출","불검출","적합"
"21","냉장갈치","오이타현","2016-01-15","180","불검출","불검출","적합"
"22","냉장준치","구마모토현","2016-01-15","49","불검출","불검출","적합"
"23","냉장돔 참돔(
)","후쿠오카현","2016-01-15","275","불검출","불검출","적합"
"24","냉장돔 황돔(
)","오이타현","2016-01-15","570","불검출","불검출","적합"
"25","냉장갈치","오이타현","2016-01-15","800","불검출","불검출","적합"
"26","활꼬막","후쿠오카현","2016-01-15","620","불검출","불검출","적합"
"27","활꼬막 새꼬막
(
)","후쿠오카현","2016-01-15","2,900","불검출","불검출","적합"
"28","활장어 먹장어
(
)","시마네현","2016-01-15","1,889","불검출","불검출","적합"
