"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"합계","건28","-","-","67,035","-","-","-"
"1","활전복","나가사키현","2016-01-15","280","불검출","불검출","적합"
"2","활돔 참돔(
)","에히메현","2016-01-15","6,964","불검출","불검출","적합"
"3","활돔 참돔(
)","에히메현","2016-01-15","5,935","불검출","불검출","적합"
"4","활돔 참돔(
)","에히메현","2016-01-15","13,330","불검출","불검출","적합"
"5","활꼬막","후쿠오카현","2016-01-15","1,440","불검출","불검출","적합"
"6","활우렁쉥이","홋카이도","2016-01-15","7,980","불검출","불검출","적합"
"7","냉장명태","홋카이도","2016-01-15","4,030","불검출","불검출","적합"
"8","냉장명태","홋카이도","2016-01-15","3,000","불검출","불검출","적합"
"9","냉장돔 황돔(
)","야마구치현","2016-01-15","400","불검출","불검출","적합"
"10","냉장홍어","야마구치현","2016-01-15","100","불검출","불검출","적합"
"11","활돔 벵에돔
(
)","사가현","2016-01-15","1,780","불검출","불검출","적합"
"12","냉장갈치","오이타현","2016-01-15","4,334","불검출","불검출","적합"
"13","냉장갈치","오이타현","2016-01-15","185","불검출","불검출","적합"
"14","냉장돔 참돔(
)","나가사키현","2016-01-15","232","불검출","불검출","적합"
