"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","87","","168,639","","",""
"1","국수","아키타현","2015-11-05","304","불검출","불검출","적합"
"2","혼합제제","효고현","2015-12-18","15","불검출","불검출","적합"
"3","혼합제제","효고현","2015-12-18","30","불검출","불검출","적합"
"4","땅콩또는견과류가
공품","오키나와현","2015-12-23","330","불검출","불검출","적합"
"5","과·채음료","오키나와현","2015-12-14","84","불검출","불검출","적합"
"6","청주","후쿠오카현","2015-12-10","1,184","불검출","불검출","적합"
"7","초콜릿가공품","오키나와현","2015-12-24","24","불검출","불검출","적합"
"8","청주","효고현","2015-11-09","450","불검출","불검출","적합"
"9","초콜릿가공품","오키나와현","2015-12-24","24","불검출","불검출","적합"
"10","초콜릿가공품","오키나와현","2015-12-24","24","불검출","불검출","적합"
"11","캔디류(사탕)","오키나와현","2015-12-24","24","불검출","불검출","적합"
"12","캔디류(사탕)","오키나와현","2015-12-24","24","불검출","불검출","적합"
"13","수산물가공품","오키나와현","2015-12-23","90","불검출","불검출","적합"
