"","","제조·생산지","제조일자","중량(kg)","검사결과","",""
"순 번","품목명","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","48건","","191,610","","",""
"1","식초절임(매실절임)","와카야마현","2014-09-08","336","불검출","불검출","적합"
"2","기타가공품","사이타마현","2014-09-22","5.5","불검출","불검출","적합"
"3","조미건어포류","훗카이도","2014-10-11","6.1","불검출","불검출","적합"
"4","조미건어포류","후쿠오카현","2014-09-30","1.8","불검출","불검출","적합"
"5","조미건어포류","훗카이도","2014-10-08","8.2","불검출","불검출","적합"
"6","준초콜릿","가나가와현","2014-10-14","336","불검출","불검출","적합"
"7","카라멜색소","도치기현","2014-09-11","3,100","불검출","불검출","적합"
"8","카레","나라현","2014-10-11","1,000","불검출","불검출","적합"
"9","과자(스낵과자)","효고현","2014-10-20","2,760","불검출","불검출","적합"
"10","과자(비스킷)","이바라키현","2014-10-07","763.2","불검출","불검출","적합"
"11","소스류","이바라키현","2014-07-29","480","불검출","불검출","적합"
"12","커피/건조","과테말라","2014-09-30","154,008","불검출","불검출","적합"
"13","향신료조제품
(고추냉이가공품)","도쿄도","2014-10-24","400","불검출","불검출","적합"
"14","소스류","에히메현","2014-06-30","1,872","불검출","불검출","적합"
"15","빵류(그외 빵류)","효고현","2014-10-20","66","불검출","불검출","적합"
"16","빵류(케이크)","효고현","2014-10-20","122.4","불검출","불검출","적합"
