"순 번","품목명","제조·생산지","제조일자","중량(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"17","과자(스낵과자)","니가타현","2014-10-20","408","불검출","불검출","적합"
"18","과자(스낵과자)","니가타현","2014-10-21","918","불검출","불검출","적합"
"19","과자(스낵과자)","미에현","2014-10-17","720","불검출","불검출","적합"
"20","과자(스낵과자)","이바라키현","2014-10-21","2,471.4","불검출","불검출","적합"
"21","혼합제제","시가현","2014-10-29","30","불검출","불검출","적합"
"22","혼합제제","시가현","2014-10-28","25","불검출","불검출","적합"
"23","혼합제제","오사카부","2014-10-20","34","불검출","불검출","적합"
"24","청주","도치기현","2014-10-17","5,616","불검출","불검출","적합"
"25","청주","도치기현","2014-10-16","1,684.8","불검출","불검출","적합"
"26","청주","도치기현","2014-10-16","2,592","불검출","불검출","적합"
"27","청주","도치기현","2014-10-09","1,555.2","불검출","불검출","적합"
"28","캔디류(젤리)","아이치현","2014-08-27","102","불검출","불검출","적합"
"29","캔디류(사탕)","미에현","2014-10-16","130","불검출","불검출","적합"
"30","캔디류(사탕)","미에현","2014-10-15","66","불검출","불검출","적합"
"31","유탕면류","아이치현","2014-10-11","434.07","불검출","불검출","적합"
"32","유탕면류","아이치현","2014-10-11","429.3","불검출","불검출","적합"
"33","기타가공품","아이치현","2014-04-14","19","불검출","불검출","적합"
"34","향신료조제품
(고추냉이가공품)","사이타마현","2014-09-30","1,116","불검출","불검출","적합"
"35","소스류","후쿠오카현","2014-11-05","3,780","불검출","불검출","적합"
"36","혼합제제","오사카부","2014-10-21","60","불검출","불검출","적합"
"37","카레","나가노현","2014-09-24","600","불검출","불검출","적합"
"38","글리세린지방산
에스테르","미에현","2014-10-01","300","불검출","불검출","적합"
"39","기타천연착향료","오사카부","2014-10-27","100","불검출","불검출","적합"
"40","혼합제제","효고현","2014-10-27","34","불검출","불검출","적합"
"41","소스류","지바현","2014-10-15","1,100","불검출","불검출","적합"
"42","과자(스낵과자)","기후현","2014-10-17","260","불검출","불검출","적합"
"43","향신료조제품
(고추냉이가공품)","사이타마현","2014-10-06","704","불검출","불검출","적합"
"44","혼합제제","오사카부","2014-10-17","30","불검출","불검출","적합"
"45","유탕면류","아이치현","2014-10-11","400.5","불검출","불검출","적합"
"46","소스류","아이치현","2014-09-17","50","불검출","불검출","적합"
"47","캔디류(사탕)","미에현","2014-10-24","224","불검출","불검출","적합"
"48","캔디류(사탕)","아이치현","2014-10-16","352","불검출","불검출","적합"
