"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"15","냉장갈치","야마구치현","2016-06-16","175","불검출","불검출","적합"
"16","냉장돔(황돔)","야마구치현","2016-06-16","85","불검출","불검출","적합"
"17","냉장준치","야마구치현","2016-06-16","424","불검출","불검출","적합"
"18","냉장갈치","오이타현","2016-06-16","565","불검출","불검출","적합"
"19","냉장돔(황돔)","후쿠오카현","2016-06-16","210","불검출","불검출","적합"
"20","냉장갈치","오이타현","2016-06-16","330","불검출","불검출","적합"
"21","냉동돔(참돔)","나가사키현","2016-06-16","24,750","불검출","불검출","적합"
"22","활가리비","홋카이도","2016-06-16","6,994","불검출","불검출","적합"
"23","활가리비","홋카이도","2016-06-16","7,028","불검출","불검출","적합"
"24","활가리비","홋카이도","2016-06-16","7,020","불검출","불검출","적합"
"25","활가리비","홋카이도","2016-06-16","6,976","불검출","불검출","적합"
