"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"118","혼합제제","사이타마현","2016-05-12","18","불검출","불검출","적합"
"119","헴철","아키타현","2016-02-02","100","불검출","불검출","적합"
"120","소스류","아이치현","2016-04-12","994","불검출","불검출","적합"
"121","맥주","후쿠오카현","2016-04-05","16,800","불검출","불검출","적합"
"122","어묵","시마네현","2016-04-12","920","불검출","불검출","적합"
"123","혼합제제","사이타마현","2016-05-20","108","불검출","불검출","적합"
"124","혼합제제","사이타마현","2016-05-20","120","불검출","불검출","적합"
"125","소스류","아이치현","2016-04-17","3,094","불검출","불검출","적합"
"126","수산물가공품","후쿠시마현","2016-05-17","240","불검출","불검출","적합"
"127","캔디류(젤리)","나가노현","2016-05-23","1,872","불검출","불검출","적합"
"128","혼합제제","사이타마현","2016-05-23","32","불검출","불검출","적합"
"129","과.채가공품","오카야마현","2016-04-15","9,600","불검출","불검출","적합"
