"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","73","","245,689","","",""
"1","맥주","후쿠오카현","2016-05-09","69,840","불검출","불검출","적합"
"2","과자(쿠키)","돗토리현","2016-05-03","78","불검출","불검출","적합"
"3","곡류가공품","에히메현","2016-05-20","1,000","불검출","불검출","적합"
"4","글리세린지방산에
스테르","미에현","2016-05-11","200","불검출","불검출","적합"
"5","혼합제제","오사카부","2016-05-27","500","불검출","불검출","적합"
"6","청주","도치기현","2016-05-19","2,333","불검출","불검출","적합"
"7","혼합제제","효고현","2016-05-24","17","불검출","불검출","적합"
"8","청주","도치기현","2016-05-19","2,246","불검출","불검출","적합"
"9","소스류","지바현","2016-04-13","1,220","불검출","불검출","적합"
"10","빵류(그외 빵류)","히로시마현","2016-05-28","459","불검출","불검출","적합"
"11","젖산","이바라키현","2016-04-25","14,400","불검출","불검출","적합"
"12","양조간장","지바현","2016-03-08","10,951","불검출","불검출","적합"
"13","빵류(그외 빵류)","히로시마현","2016-05-27","459","불검출","불검출","적합"
