"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 128건","","","","458,510","","",""
"1","즉석조리식품","니가타현","2019-02-21","1,674","불검출","불검출","적합"
"2","기타 식용유지가공품","가나가와현","2018-12-18","25","불검출","불검출","적합"
"3","소스","나가노현","2019-01-17","200","불검출","불검출","적합"
"4","즉석조리식품","나가노현","2018-12-28","46","불검출","불검출","적합"
"5","즉석조리식품","나가노현","2019-01-09","75","불검출","불검출","적합"
"6","즉석조리식품","나가노현","2019-01-17","26","불검출","불검출","적합"
"7","즉석조리식품","나가노현","2018-11-26","44","불검출","불검출","적합"
"8","조림류","나가노현","2018-12-06","41","불검출","불검출","적합"
"9","조림류","나가노현","2018-12-04","12","불검출","불검출","적합"
"10","즉석조리식품","나가노현","2019-01-05","46","불검출","불검출","적합"
"11","가공두부","나가노현","2018-08-28","960","불검출","불검출","적합"
"12","기타천연착향료","가나가와현","2019-03-20","80","불검출","불검출","적합"
"13","기타가공품","도야마현","2019-01-19","1,082","불검출","불검출","적합"
"14","빵류","히로시마현","2019-03-29","720","불검출","불검출","적합"
