"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"21","냉장명태","홋카이도","2019-04-02","1,300","불검출","불검출","적합"
"22","활가리비","홋카이도","2019-04-02","7,020","불검출","불검출","적합"
"23","냉장돔(황돔)","야마구치현","2019-04-02","240","불검출","불검출","적합"
"24","냉장명태","홋카이도","2019-04-02","2,600","불검출","불검출","적합"
"25","활가리비","홋카이도","2019-04-02","15,420","불검출","불검출","적합"
"26","활가리비","홋카이도","2019-04-02","7,292","불검출","불검출","적합"
"27","활가리비","홋카이도","2019-04-02","7,192","불검출","불검출","적합"
"28","냉장명태","홋카이도","2019-04-02","1,300","불검출","불검출","적합"
"29","냉장갈치","효고현","2019-04-02","88","불검출","불검출","적합"
"30","냉장명태","홋카이도","2019-04-02","1,300","불검출","불검출","적합"
"31","냉장명태","홋카이도","2019-04-02","4,524","불검출","불검출","적합"
"합계","","-","-","108,875","-","-","-"
